location,info
Soyapango,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 31, 'body': 'SeguridadCiudadana | Elementos', 'confidence': 0.9136, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 135, 'end': 144, 'body': 'Campanera', 'confidence': 0.9018, 'entities': [], 'suggested': True, 'value': 'Campanera', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 146, 'end': 155, 'body': 'Soyapango', 'confidence': 0.9217, 'entities': [], 'suggested': True, 'value': 'Soyapango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 157, 'end': 170, 'body': 'San Salvador.', 'confidence': 0.9627, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
San Salvador.,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 31, 'body': 'SeguridadCiudadana | Elementos', 'confidence': 0.9136, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 135, 'end': 144, 'body': 'Campanera', 'confidence': 0.9018, 'entities': [], 'suggested': True, 'value': 'Campanera', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 146, 'end': 155, 'body': 'Soyapango', 'confidence': 0.9217, 'entities': [], 'suggested': True, 'value': 'Soyapango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 157, 'end': 170, 'body': 'San Salvador.', 'confidence': 0.9627, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
Érick,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 42, 'end': 47, 'body': 'Érick', 'confidence': 0.8434, 'entities': [], 'suggested': True, 'value': 'Érick', 'type': 'value'}]"
Santa Ana,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 44, 'end': 53, 'body': 'Santa Ana', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'Santa Ana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 57, 'end': 67, 'body': 'pandillero', 'confidence': 0.9111, 'entities': [], 'suggested': True, 'value': 'pandillero', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 78, 'end': 94, 'body': 'Guerrero Albanés', 'confidence': 0.8648, 'entities': [], 'suggested': True, 'value': 'Guerrero Albanés', 'type': 'value'}]"
pandillero,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 44, 'end': 53, 'body': 'Santa Ana', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'Santa Ana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 57, 'end': 67, 'body': 'pandillero', 'confidence': 0.9111, 'entities': [], 'suggested': True, 'value': 'pandillero', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 78, 'end': 94, 'body': 'Guerrero Albanés', 'confidence': 0.8648, 'entities': [], 'suggested': True, 'value': 'Guerrero Albanés', 'type': 'value'}]"
Guerrero Albanés,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 44, 'end': 53, 'body': 'Santa Ana', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'Santa Ana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 57, 'end': 67, 'body': 'pandillero', 'confidence': 0.9111, 'entities': [], 'suggested': True, 'value': 'pandillero', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 78, 'end': 94, 'body': 'Guerrero Albanés', 'confidence': 0.8648, 'entities': [], 'suggested': True, 'value': 'Guerrero Albanés', 'type': 'value'}]"
SeguridadCiudadana | Capturan,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 30, 'body': 'SeguridadCiudadana | Capturan', 'confidence': 0.8846, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Capturan', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 109, 'body': 'colonias', 'confidence': 0.8809, 'entities': [], 'suggested': True, 'value': 'colonias', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 130, 'end': 190, 'body': 'San Salvador. \n\nSe trata de Jonathan Hernández, alias Zompo', 'confidence': 0.6009, 'entities': [], 'suggested': True, 'value': 'San Salvador. \n\nSe trata de Jonathan Hernández, alias Zompo', 'type': 'value'}]"
colonias,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 30, 'body': 'SeguridadCiudadana | Capturan', 'confidence': 0.8846, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Capturan', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 109, 'body': 'colonias', 'confidence': 0.8809, 'entities': [], 'suggested': True, 'value': 'colonias', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 130, 'end': 190, 'body': 'San Salvador. \n\nSe trata de Jonathan Hernández, alias Zompo', 'confidence': 0.6009, 'entities': [], 'suggested': True, 'value': 'San Salvador. \n\nSe trata de Jonathan Hernández, alias Zompo', 'type': 'value'}]"
"San Salvador. 

Se trata de Jonathan Hernández, alias Zompo","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 30, 'body': 'SeguridadCiudadana | Capturan', 'confidence': 0.8846, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Capturan', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 109, 'body': 'colonias', 'confidence': 0.8809, 'entities': [], 'suggested': True, 'value': 'colonias', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 130, 'end': 190, 'body': 'San Salvador. \n\nSe trata de Jonathan Hernández, alias Zompo', 'confidence': 0.6009, 'entities': [], 'suggested': True, 'value': 'San Salvador. \n\nSe trata de Jonathan Hernández, alias Zompo', 'type': 'value'}]"
Cuscatlán,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 43, 'end': 52, 'body': 'Cuscatlán', 'confidence': 0.9371, 'entities': [], 'suggested': True, 'value': 'Cuscatlán', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 55, 'end': 75, 'body': 'Melvin Atilio García', 'confidence': 0.9073, 'entities': [], 'suggested': True, 'value': 'Melvin Atilio García', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 159, 'end': 169, 'body': 'Santa Cruz', 'confidence': 0.8513, 'entities': [], 'suggested': True, 'value': 'Santa Cruz', 'type': 'value'}]"
Melvin Atilio García,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 43, 'end': 52, 'body': 'Cuscatlán', 'confidence': 0.9371, 'entities': [], 'suggested': True, 'value': 'Cuscatlán', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 55, 'end': 75, 'body': 'Melvin Atilio García', 'confidence': 0.9073, 'entities': [], 'suggested': True, 'value': 'Melvin Atilio García', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 159, 'end': 169, 'body': 'Santa Cruz', 'confidence': 0.8513, 'entities': [], 'suggested': True, 'value': 'Santa Cruz', 'type': 'value'}]"
Santa Cruz,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 43, 'end': 52, 'body': 'Cuscatlán', 'confidence': 0.9371, 'entities': [], 'suggested': True, 'value': 'Cuscatlán', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 55, 'end': 75, 'body': 'Melvin Atilio García', 'confidence': 0.9073, 'entities': [], 'suggested': True, 'value': 'Melvin Atilio García', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 159, 'end': 169, 'body': 'Santa Cruz', 'confidence': 0.8513, 'entities': [], 'suggested': True, 'value': 'Santa Cruz', 'type': 'value'}]"
SeguridadCiudadana | Elementos,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 31, 'body': 'SeguridadCiudadana | Elementos', 'confidence': 0.8994, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 151, 'body': 'del territorio nacional para realizar monitoreos preventivos a', 'confidence': 0.6426, 'entities': [], 'suggested': True, 'value': 'del territorio nacional para realizar monitoreos preventivos a', 'type': 'value'}]"
del territorio nacional para realizar monitoreos preventivos a,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 31, 'body': 'SeguridadCiudadana | Elementos', 'confidence': 0.8994, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 151, 'body': 'del territorio nacional para realizar monitoreos preventivos a', 'confidence': 0.6426, 'entities': [], 'suggested': True, 'value': 'del territorio nacional para realizar monitoreos preventivos a', 'type': 'value'}]"
San Miguel,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 25, 'end': 35, 'body': 'San Miguel', 'confidence': 0.8232, 'entities': [], 'suggested': True, 'value': 'San Miguel', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 41, 'end': 46, 'body': 'PNCSV', 'confidence': 0.8558, 'entities': [], 'suggested': True, 'value': 'PNCSV', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 57, 'end': 83, 'body': 'Alberto Aguilera Velásquez', 'confidence': 0.9102, 'entities': [], 'suggested': True, 'value': 'Alberto Aguilera Velásquez', 'type': 'value'}]"
PNCSV,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 25, 'end': 35, 'body': 'San Miguel', 'confidence': 0.8232, 'entities': [], 'suggested': True, 'value': 'San Miguel', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 41, 'end': 46, 'body': 'PNCSV', 'confidence': 0.8558, 'entities': [], 'suggested': True, 'value': 'PNCSV', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 57, 'end': 83, 'body': 'Alberto Aguilera Velásquez', 'confidence': 0.9102, 'entities': [], 'suggested': True, 'value': 'Alberto Aguilera Velásquez', 'type': 'value'}]"
Alberto Aguilera Velásquez,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 25, 'end': 35, 'body': 'San Miguel', 'confidence': 0.8232, 'entities': [], 'suggested': True, 'value': 'San Miguel', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 41, 'end': 46, 'body': 'PNCSV', 'confidence': 0.8558, 'entities': [], 'suggested': True, 'value': 'PNCSV', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 57, 'end': 83, 'body': 'Alberto Aguilera Velásquez', 'confidence': 0.9102, 'entities': [], 'suggested': True, 'value': 'Alberto Aguilera Velásquez', 'type': 'value'}]"
"colonia Las Margaritas, Soyapango,","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 25, 'end': 59, 'body': 'colonia Las Margaritas, Soyapango,', 'confidence': 0.9321, 'entities': [], 'suggested': True, 'value': 'colonia Las Margaritas, Soyapango,', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 74, 'end': 92, 'body': 'Comando de Fuerzas', 'confidence': 0.8693, 'entities': [], 'suggested': True, 'value': 'Comando de Fuerzas', 'type': 'value'}]"
Comando de Fuerzas,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 25, 'end': 59, 'body': 'colonia Las Margaritas, Soyapango,', 'confidence': 0.9321, 'entities': [], 'suggested': True, 'value': 'colonia Las Margaritas, Soyapango,', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 74, 'end': 92, 'body': 'Comando de Fuerzas', 'confidence': 0.8693, 'entities': [], 'suggested': True, 'value': 'Comando de Fuerzas', 'type': 'value'}]"
| Efectivos,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 31, 'body': '| Efectivos', 'confidence': 0.8762, 'entities': [], 'suggested': True, 'value': '| Efectivos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 118, 'end': 127, 'body': 'Guatemala', 'confidence': 0.9349, 'entities': [], 'suggested': True, 'value': 'Guatemala', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 131, 'end': 143, 'body': 'San Jerónimo', 'confidence': 0.9344, 'entities': [], 'suggested': True, 'value': 'San Jerónimo', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 145, 'end': 151, 'body': ', Meta', 'confidence': 0.999, 'entities': [], 'suggested': True, 'value': ', Meta', 'type': 'value'}]"
Guatemala,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 31, 'body': '| Efectivos', 'confidence': 0.8762, 'entities': [], 'suggested': True, 'value': '| Efectivos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 118, 'end': 127, 'body': 'Guatemala', 'confidence': 0.9349, 'entities': [], 'suggested': True, 'value': 'Guatemala', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 131, 'end': 143, 'body': 'San Jerónimo', 'confidence': 0.9344, 'entities': [], 'suggested': True, 'value': 'San Jerónimo', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 145, 'end': 151, 'body': ', Meta', 'confidence': 0.999, 'entities': [], 'suggested': True, 'value': ', Meta', 'type': 'value'}]"
San Jerónimo,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 31, 'body': '| Efectivos', 'confidence': 0.8762, 'entities': [], 'suggested': True, 'value': '| Efectivos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 118, 'end': 127, 'body': 'Guatemala', 'confidence': 0.9349, 'entities': [], 'suggested': True, 'value': 'Guatemala', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 131, 'end': 143, 'body': 'San Jerónimo', 'confidence': 0.9344, 'entities': [], 'suggested': True, 'value': 'San Jerónimo', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 145, 'end': 151, 'body': ', Meta', 'confidence': 0.999, 'entities': [], 'suggested': True, 'value': ', Meta', 'type': 'value'}]"
", Meta","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 31, 'body': '| Efectivos', 'confidence': 0.8762, 'entities': [], 'suggested': True, 'value': '| Efectivos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 118, 'end': 127, 'body': 'Guatemala', 'confidence': 0.9349, 'entities': [], 'suggested': True, 'value': 'Guatemala', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 131, 'end': 143, 'body': 'San Jerónimo', 'confidence': 0.9344, 'entities': [], 'suggested': True, 'value': 'San Jerónimo', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 145, 'end': 151, 'body': ', Meta', 'confidence': 0.999, 'entities': [], 'suggested': True, 'value': ', Meta', 'type': 'value'}]"
"Usulután.

Los sujetos fueron identificados como Carlos Alberto Gómez Romero","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 74, 'end': 152, 'body': 'Usulután.\n\nLos sujetos fueron identificados como Carlos Alberto Gómez Romero', 'confidence': 0.9724, 'entities': [], 'suggested': True, 'value': 'Usulután.\n\nLos sujetos fueron identificados como Carlos Alberto Gómez Romero', 'type': 'value'}]"
", Usulután.","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 160, 'end': 172, 'body': ', Usulután.', 'confidence': 0.7689, 'entities': [], 'suggested': True, 'value': ', Usulután.', 'type': 'value'}]"
Elementos,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 22, 'end': 31, 'body': 'Elementos', 'confidence': 0.8688, 'entities': [], 'suggested': True, 'value': 'Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 53, 'end': 61, 'body': 'ubicaron', 'confidence': 0.8677, 'entities': [], 'suggested': True, 'value': 'ubicaron', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 64, 'end': 91, 'body': 'Jorge Erick Molina Rafael (', 'confidence': 0.9335, 'entities': [], 'suggested': True, 'value': 'Jorge Erick Molina Rafael (', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 92, 'end': 99, 'body': ') Kunfu', 'confidence': 0.9026, 'entities': [], 'suggested': True, 'value': ') Kunfu', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 183, 'end': 187, 'body': 'Ilop', 'confidence': 0.8366, 'entities': [], 'suggested': True, 'value': 'Ilop', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 191, 'end': 192, 'body': 'ango', 'confidence': 0.7533, 'entities': [], 'suggested': True, 'value': 'ango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 193, 'end': 205, 'body': 'San Salvador', 'confidence': 0.5636, 'entities': [], 'suggested': True, 'value': 'San Salvador', 'type': 'value'}]"
ubicaron,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 22, 'end': 31, 'body': 'Elementos', 'confidence': 0.8688, 'entities': [], 'suggested': True, 'value': 'Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 53, 'end': 61, 'body': 'ubicaron', 'confidence': 0.8677, 'entities': [], 'suggested': True, 'value': 'ubicaron', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 64, 'end': 91, 'body': 'Jorge Erick Molina Rafael (', 'confidence': 0.9335, 'entities': [], 'suggested': True, 'value': 'Jorge Erick Molina Rafael (', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 92, 'end': 99, 'body': ') Kunfu', 'confidence': 0.9026, 'entities': [], 'suggested': True, 'value': ') Kunfu', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 183, 'end': 187, 'body': 'Ilop', 'confidence': 0.8366, 'entities': [], 'suggested': True, 'value': 'Ilop', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 191, 'end': 192, 'body': 'ango', 'confidence': 0.7533, 'entities': [], 'suggested': True, 'value': 'ango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 193, 'end': 205, 'body': 'San Salvador', 'confidence': 0.5636, 'entities': [], 'suggested': True, 'value': 'San Salvador', 'type': 'value'}]"
Jorge Erick Molina Rafael (,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 22, 'end': 31, 'body': 'Elementos', 'confidence': 0.8688, 'entities': [], 'suggested': True, 'value': 'Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 53, 'end': 61, 'body': 'ubicaron', 'confidence': 0.8677, 'entities': [], 'suggested': True, 'value': 'ubicaron', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 64, 'end': 91, 'body': 'Jorge Erick Molina Rafael (', 'confidence': 0.9335, 'entities': [], 'suggested': True, 'value': 'Jorge Erick Molina Rafael (', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 92, 'end': 99, 'body': ') Kunfu', 'confidence': 0.9026, 'entities': [], 'suggested': True, 'value': ') Kunfu', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 183, 'end': 187, 'body': 'Ilop', 'confidence': 0.8366, 'entities': [], 'suggested': True, 'value': 'Ilop', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 191, 'end': 192, 'body': 'ango', 'confidence': 0.7533, 'entities': [], 'suggested': True, 'value': 'ango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 193, 'end': 205, 'body': 'San Salvador', 'confidence': 0.5636, 'entities': [], 'suggested': True, 'value': 'San Salvador', 'type': 'value'}]"
) Kunfu,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 22, 'end': 31, 'body': 'Elementos', 'confidence': 0.8688, 'entities': [], 'suggested': True, 'value': 'Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 53, 'end': 61, 'body': 'ubicaron', 'confidence': 0.8677, 'entities': [], 'suggested': True, 'value': 'ubicaron', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 64, 'end': 91, 'body': 'Jorge Erick Molina Rafael (', 'confidence': 0.9335, 'entities': [], 'suggested': True, 'value': 'Jorge Erick Molina Rafael (', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 92, 'end': 99, 'body': ') Kunfu', 'confidence': 0.9026, 'entities': [], 'suggested': True, 'value': ') Kunfu', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 183, 'end': 187, 'body': 'Ilop', 'confidence': 0.8366, 'entities': [], 'suggested': True, 'value': 'Ilop', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 191, 'end': 192, 'body': 'ango', 'confidence': 0.7533, 'entities': [], 'suggested': True, 'value': 'ango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 193, 'end': 205, 'body': 'San Salvador', 'confidence': 0.5636, 'entities': [], 'suggested': True, 'value': 'San Salvador', 'type': 'value'}]"
Ilop,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 22, 'end': 31, 'body': 'Elementos', 'confidence': 0.8688, 'entities': [], 'suggested': True, 'value': 'Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 53, 'end': 61, 'body': 'ubicaron', 'confidence': 0.8677, 'entities': [], 'suggested': True, 'value': 'ubicaron', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 64, 'end': 91, 'body': 'Jorge Erick Molina Rafael (', 'confidence': 0.9335, 'entities': [], 'suggested': True, 'value': 'Jorge Erick Molina Rafael (', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 92, 'end': 99, 'body': ') Kunfu', 'confidence': 0.9026, 'entities': [], 'suggested': True, 'value': ') Kunfu', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 183, 'end': 187, 'body': 'Ilop', 'confidence': 0.8366, 'entities': [], 'suggested': True, 'value': 'Ilop', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 191, 'end': 192, 'body': 'ango', 'confidence': 0.7533, 'entities': [], 'suggested': True, 'value': 'ango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 193, 'end': 205, 'body': 'San Salvador', 'confidence': 0.5636, 'entities': [], 'suggested': True, 'value': 'San Salvador', 'type': 'value'}]"
ango,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 22, 'end': 31, 'body': 'Elementos', 'confidence': 0.8688, 'entities': [], 'suggested': True, 'value': 'Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 53, 'end': 61, 'body': 'ubicaron', 'confidence': 0.8677, 'entities': [], 'suggested': True, 'value': 'ubicaron', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 64, 'end': 91, 'body': 'Jorge Erick Molina Rafael (', 'confidence': 0.9335, 'entities': [], 'suggested': True, 'value': 'Jorge Erick Molina Rafael (', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 92, 'end': 99, 'body': ') Kunfu', 'confidence': 0.9026, 'entities': [], 'suggested': True, 'value': ') Kunfu', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 183, 'end': 187, 'body': 'Ilop', 'confidence': 0.8366, 'entities': [], 'suggested': True, 'value': 'Ilop', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 191, 'end': 192, 'body': 'ango', 'confidence': 0.7533, 'entities': [], 'suggested': True, 'value': 'ango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 193, 'end': 205, 'body': 'San Salvador', 'confidence': 0.5636, 'entities': [], 'suggested': True, 'value': 'San Salvador', 'type': 'value'}]"
San Salvador,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 22, 'end': 31, 'body': 'Elementos', 'confidence': 0.8688, 'entities': [], 'suggested': True, 'value': 'Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 53, 'end': 61, 'body': 'ubicaron', 'confidence': 0.8677, 'entities': [], 'suggested': True, 'value': 'ubicaron', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 64, 'end': 91, 'body': 'Jorge Erick Molina Rafael (', 'confidence': 0.9335, 'entities': [], 'suggested': True, 'value': 'Jorge Erick Molina Rafael (', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 92, 'end': 99, 'body': ') Kunfu', 'confidence': 0.9026, 'entities': [], 'suggested': True, 'value': ') Kunfu', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 183, 'end': 187, 'body': 'Ilop', 'confidence': 0.8366, 'entities': [], 'suggested': True, 'value': 'Ilop', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 191, 'end': 192, 'body': 'ango', 'confidence': 0.7533, 'entities': [], 'suggested': True, 'value': 'ango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 193, 'end': 205, 'body': 'San Salvador', 'confidence': 0.5636, 'entities': [], 'suggested': True, 'value': 'San Salvador', 'type': 'value'}]"
